variante,canonico,codigo,classe,origem,confianca_mapeamento,risco_palavra_comum,ocorrencias,status,confianca,arquivo,evidencia
gradualismo cósmico,Sentido Gradualístico das Leis da Evolução Cósmica,RC-404,variacao,etimologia,referencia_oral,nao,0,provisório,média,RC-404-sentido-gradualistico-das-leis-da-evolucao-cosmica.md,- **Grafia preferida:** Sentido Gradualístico das Leis da Evolução Cósmica - **Variações:** Sentido Gradualístico; leis da evolução cósmica; gradualismo cósmico
"grafia oral da palestra P2024-02-25 registrada como ""Rockman",Sophia,RC-009,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-009-sophia-cristo-cosmico.md,"- **Grafia preferida:** Sophia - **Variações:** Cristo Cósmico; Suserano Cósmico; ""Jesus em seu corpo glorioso""; Sofia; **Hochmah** (epíteto hebraico = Sabedoria, ver RC-565; grafi"
"Grande Galan"" (= Buda Gautama",Budismo como Exceção (Sem Deus),RC-803,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-803-budismo-como-excecao.md,"- **Grafia preferida:** Budismo como Exceção (Sem Deus) - **Variações STT capturadas:** ""budismo"", ""Buda"", ""Gautama"", ""Grande Galan"" (= Buda Gautama) - **Idioma de origem:** Sânscr"
Grupo Atlan (IEEA,Grupo Atlan,RC-388,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-388-grupo-atlan.md,- **Grafia preferida:** Grupo Atlan - **Variações:** Atlan (grupo de estudos); Casa de Lucas (nome anterior); Grupo Atlan (IEEA)
grupos de entroncamento (1–4,Entroncamentos Genéticos Intersiderais,RC-323,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-323-entroncamentos-geneticos-intersiderais.md,- **Grafia preferida:** Entroncamentos Genéticos Intersiderais - **Variações:** entroncamentos genéticos; cruzamentos intersiderais; grupos de entroncamento (1–4)
"Grão-mestre"" (grafia alternante com ""Grão-Mestre"" no próprio livro",Grão-mestre (Sábios de Tau Ceti),RC-452,variacao,etimologia,referencia_oral,nao,0,provisório,média,RC-452-grao-mestre-sabios-de-tau-ceti.md,"- **Grafia preferida:** Grão-mestre (Sábios de Tau Ceti) - **Variações:** ""Grão-mestre"" (grafia alternante com ""Grão-Mestre"" no próprio livro); ""o 'Primeiro Mestre' entre eles"" - *"
guardião universal (apresentação,Zont En Drel 29,RC-147,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-147-zont-en-drel-29.md,"- **Grafia preferida:** Zont En Drel 29 - **Variações:** Zont En Drel; ""o guardião do Éden""; guardião universal (apresentação) - **Obs.:** em B015, refere-se aos irmãos como ""endre"
gunas criadoras,Gunas,RC-151,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-151-gunas-criadoras-sattva-rajas-tamas.md,"- **Grafia preferida:** Gunas - **Variações:** as três Gunas; energias Rajas, Sattva e Tamas; gunas criadoras - **Origem:** sânscrito (guṇa = qualidade/atributo)"
gêmeo,Criação Bipartida,RC-312,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-312-criacao-bipartida.md,"- **Grafia preferida:** Criação Bipartida - **Variações capturadas:** ""dois universos paralelos"", ""dois universos interpostos"", ""universo vizinho/gêmeo"" - **Idioma de origem:** Por"
gênios (mitologia árabe,Seres dos Portais,RC-241,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-241-seres-dos-portais.md,"- **Grafia preferida:** Seres dos Portais - **Variações:** ""deuses da mitologia grega""; demos mitológicos; gênios (mitologia árabe)"
"Havaingã"" (P2021-05-15",Awaylengan (consagrada por RC-771/ART-2025-08-01),RC-837,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-837-forno-de-awaylengan-forno-de-shiva.md,"- **Grafia preferida (canônica):** Awaylengan (consagrada por RC-771/ART-2025-08-01). - **Grau oral fundador (P2019-08-25):** ""**Awai Lengan**"" / ""Ailingan"" / ""Lingan"" / ""Hawai Lin"
"Hefesto"" (nota mitológica",Hefesto,RC-307,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-307-hefesto.md,"- **Grafia preferida:** Hefesto - **Variações:** ""Hefesto"" (nota mitológica); deus do fogo e das habilidades técnicas (no mito clássico retomado na p. 13) - **Obs.:** no mito cláss"
Henet (Egípcia-Ogdoade,Elm,RC-454,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md,- **Grafia preferida:** Elm - **⚠️ GRAFIA OFICIAL DO EPÍTETO/VARIAÇÃO FONÉTICA (o ser de 4 cabeças): MORREN SO** — consagrada pela Devolutiva O-4 da P2022-09-24 (antes o STT captur
Hermes Trismegistus (Latim,Hermes Trismegisto,RC-463,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-463-hermes-trismegisto-ningishzidda-thoth-quetzalcoatl.md,"- **Grafia preferida:** Hermes Trismegisto - **Variações:** Hermes Trismegistus (Latim); Mercúrio Trismegisto - **Equivalências (B060):** Ningishzidda (Anunnaki, filho de Enki); Te"
heroína controversa,Pandora como Heroína Controversa,RC-780,variacao,etimologia,conceitual,nao,0,verificado,média,RC-780-pandora-como-heroina-controversa.md,"- **Grafia preferida:** Pandora como Heroína Controversa - **Variações STT capturadas:** ""heroína"", ""heroína controversa"", ""Pandora destravou mas extrapolou"" - **Idioma de origem:*"
Hinos Homéricos,Zeus,RC-145,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-145-zeus.md,"- **Grafia preferida:** Zeus - **Variações:** ""deus do Olimpo""; ""chefe dos deuses"" (nota — Hesíodo, ""Teogonia""; ""Hinos Homéricos"") - **Obs.:** na nota mitológica da ed. 2022 do B08"
históricas,Tempérion,RC-472,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-472-temperion-archeon-de-ereon-setor-dos-seres-lm.md,"- Grafia preferida: Tempérion. Variações históricas/STT: Tempérium, Tempério. Não é variação de Perpérion. - **Fonte de decisão:** curadoria estrutural C-01 a C-07, 2026-08-14."
homem com mulher da espécie sábia,Eva como 3ª Tentativa de Fêmea para Adão (Homem + Mulher da Espécie Sá,RC-814,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-814-eva-como-terceira-tentativa.md,"- **Grafia preferida:** Eva como 3ª Tentativa de Fêmea para Adão (Homem + Mulher da Espécie Sábia) - **Variações STT capturadas:** ""Eva"", ""alternativa homo"", ""homem com mulher da e"
Homo sapiens,Seres Terrenos,RC-099,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-099-seres-terrenos.md,"- Grafia preferida: Seres Terrenos - Variações: Homo sapiens; humano; humanidade terrestre - Uso na Base: 1.6 Figuras humanas (espécie, não indivíduo)"
homoafetividade (título,Homoafetividade,RC-434,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-434-homoafetividade-resquicio-da-forca-original.md,- **Grafia preferida:** Homoafetividade - **Variações:** homoafetividade (título); atração entre iguais; identidade de gênero (tema adjacente)
"Hostes bélicas"" (B058",Hostes de Sophia,RC-453,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-453-hostes-de-sophia.md,"- **Grafia preferida:** Hostes de Sophia - **Variações:** ""as suas Hostes"" (B057/B058); ""Hostes de Comando"" (B058, p. 67); ""Hostes bélicas"" (B058, p. 74); ""Assessores""/""Administrad"
"Hostes de Comando"" (B058",Hostes de Sophia,RC-453,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-453-hostes-de-sophia.md,"- **Grafia preferida:** Hostes de Sophia - **Variações:** ""as suas Hostes"" (B057/B058); ""Hostes de Comando"" (B058, p. 67); ""Hostes bélicas"" (B058, p. 74); ""Assessores""/""Administrad"
humanidade terrestre,Seres Terrenos,RC-099,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-099-seres-terrenos.md,"- Grafia preferida: Seres Terrenos - Variações: Homo sapiens; humano; humanidade terrestre - Uso na Base: 1.6 Figuras humanas (espécie, não indivíduo)"
humanização de Javé,A Humanização do Criador,RC-245,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-245-a-humanizacao-do-criador.md,- **Grafia preferida:** A Humanização do Criador - **Variações:** processo de humanização do Criador; humanização de Javé
humanização de Pandora,Opção Inusitada de Pandora,RC-285,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-285-opcao-inusitada-de-pandora-humanizacao.md,"- **Grafia preferida:** Opção Inusitada de Pandora - **Variações:** opção mental de Hefesto; humanização de Pandora; transferência de fase demo → homo; ""primeira mulher humana raci"
humanos terracos,Prole sem Face (Humanos Modificáveis sem Face Definida),RC-819,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-819-prole-sem-face.md,"- **Grafia preferida:** Prole sem Face (Humanos Modificáveis sem Face Definida) - **Variações STT capturadas:** ""prole sem face"", ""progênie sem face"", ""humanos terracos"" - **Idioma"
identidade anterior de Brahma,Prabrajna,RC-152,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-152-prabrajna.md,"- **Grafia preferida:** Prabrajna - **Variações:** Prajapati (tradição védica); identidade anterior de Brahma/Javé; ""Prabrajna"" também grafado como ""Prabrajná"" - **Origem:** sânscr"
identidade anterior de Brahma,Adhyshprabrajna,RC-310,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-310-adhyshprabrajna-adhy-que-caiu.md,- **Grafia preferida:** Adhyshprabrajna - **Variações:** Adhy-Prabrajna; Prabrajna (forma curta); identidade anterior de Brahma/Javé/Alá - **Origem:** sânscrito/composto RC (Adhy +
identidade de gênero,Pulsação dos Elétrons Como Afetividade Humana,RC-832,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-832-pulsacao-dos-eletrons-como-afetividade.md,"- **Grafia preferida:** Pulsação dos Elétrons Como Afetividade Humana - **Variações STT capturadas:** ""pulsação dos elétrons"", ""comportamento biológico"", ""afetividade"", ""identidade"
identidade de gênero (tema adjacente,Homoafetividade,RC-434,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-434-homoafetividade-resquicio-da-forca-original.md,- **Grafia preferida:** Homoafetividade - **Variações:** homoafetividade (título); atração entre iguais; identidade de gênero (tema adjacente)
identidade prévia: Prabrajna,Arquiteto Universal,RC-207,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-207-arquiteto-universal.md,"- **Grafia preferida:** Arquiteto Universal - **Variações:** arquiteto universal (função); divindade menor co-criadora; ""Arquiteto por Excelência""; identidade prévia: Prabrajna/Pra"
identificado a Javé,Brahma,RC-037,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-037-brahma-brajna.md,"- **Grafia preferida:** Brahma - **Variações:** Brajna (condição Adhyatman, antes da queda); identificado a Javé, Caos, Pan Ku, Alá, Atom"
identificado a Javé e Brahma,Kether,RC-261,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-261-kether-jave-na-cabala.md,- **Grafia preferida:** Kether - **Variações:** Kether/Javé; a Coroa (primeira sefirá); identificado a Javé e Brahma - **Idioma de origem:** hebraico (כתר = coroa)
Ih dos elétrons,Rebelião dos Elétrons (Além da Entropia),RC-826,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-826-rebeliao-dos-eletrons.md,"- **Grafia preferida:** Rebelião dos Elétrons (Além da Entropia) - **Variações STT capturadas:** ""rebelião dos elétrons"", ""rebelião dos antielétrons"", ""tribunal da Inquisição dos e"
ilha cósmica (mundos rebelados,Quarentena Sideral / Cósmica,RC-342,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-342-quarentena-sideral-cosmica.md,- **Grafia preferida:** Quarentena Sideral / Cósmica - **Variações:** quarentena sideral; quarentena cósmica; isolamento da Terra; ilha cósmica (mundos rebelados) - **Obs.:** termo
ilhas de geetropia,Era do Colapso do Caos Organizado,RC-827,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-827-era-do-colapso-do-caos-organizado.md,"- **Grafia preferida:** Era do Colapso do Caos Organizado - **Variações STT capturadas:** ""era do colapso"", ""era do conhecimento"", ""colapso do caos organizado"", ""ilhas de negentrop"
ilhas de negentropia,Era do Colapso do Caos Organizado,RC-827,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-827-era-do-colapso-do-caos-organizado.md,"- **Grafia preferida:** Era do Colapso do Caos Organizado - **Variações STT capturadas:** ""era do colapso"", ""era do conhecimento"", ""colapso do caos organizado"", ""ilhas de negentrop"
imperativo categórico da espiritualização,Imperativo Categórico da Moral,RC-328,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-328-imperativo-categorico-da-moral.md,- **Grafia preferida:** Imperativo Categórico da Moral - **Variações:** imperativo categórico da espiritualização; freio moral; o imperativo da racionalidade humana
implosão do Corpo Mental,Tzimtzum,RC-008,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-008-tzimtzum.md,"- **Grafia preferida:** Tzimtzum - **Variações:** Tsimtsum; contração de Deus; exílio de Deus dentro da própria Criação; ""implosão do Corpo Mental"" - **Idioma de origem:** hebraico"
império das circunstâncias,Circuito do CHA,RC-549,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-549-circuito-do-cha-circunstancias+heranca+atitude.md,"- **Grafia preferida:** Circuito do CHA - **Variações:** ""circuito do CHA""; ""império das circunstâncias"" - **Expansão da sigla:** Circunstâncias da vida; Herança espiritual (hábito"
inconsciente dos elétrons,Memória dos Elétrons e Arcanos,RC-829,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-829-memoria-dos-eletrons-e-arcanos.md,"- **Grafia preferida:** Memória dos Elétrons e Arcanos - **Variações STT capturadas:** ""memória dos elétrons"", ""arcanos"", ""inconsciente dos elétrons"", ""memória dos antielétrons"", """
indiferença amorosa,Vechame Existencial (Sangue de Barata = Amor sem Submissão),RC-823,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-823-vechame-existencial.md,"- **Grafia preferida:** Vechame Existencial (Sangue de Barata = Amor sem Submissão) - **Variações STT capturadas:** ""vechame"", ""vechame existencial"", ""sangue de barata"", ""indiferen"
infecção,Código Genético como Marca da Herança Demoníaca,RC-825,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-825-codigo-genetico-como-marca-heranca-demoniaca.md,"- **Grafia preferida:** Código Genético como Marca da Herança Demoníaca - **Variações STT capturadas:** ""código genético"", ""sequências genéticas"", ""DNA"", ""infecção"", ""marcas"", ""ele"
inflexão cósmica,Momento Zero de Pandora,RC-779,variacao,etimologia,conceitual,nao,0,verificado,média,RC-779-momento-zero-de-pandora.md,"- **Grafia preferida:** Momento Zero de Pandora - **Variações STT capturadas:** ""ponto zero"", ""inflexão cósmica"", ""destrave"" - **Idioma de origem:** Português + ""momento zero"" como"
insegurança,Pulsação dos Elétrons Como Afetividade Humana,RC-832,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-832-pulsacao-dos-eletrons-como-afetividade.md,"- **Grafia preferida:** Pulsação dos Elétrons Como Afetividade Humana - **Variações STT capturadas:** ""pulsação dos elétrons"", ""comportamento biológico"", ""afetividade"", ""identidade"
instrumentos de dominação,Estratégia dos Avatares,RC-797,variacao,etimologia,conceitual,nao,0,verificado,média,RC-797-estrategia-dos-avatares.md,"- **Grafia preferida:** Estratégia dos Avatares - **Variações STT capturadas:** ""avatares"", ""agentes de dominação"", ""instrumentos de dominação"" - **Idioma de origem:** Sânscrito (अ"
interconectividade não-localizada (física quântica,Simbiose Quântica,RC-195,variacao,etimologia,conceitual,nao,0,provisório,média,RC-195-simbiose-quantica.md,- **Grafia preferida:** Simbiose Quântica - **Variações:** simbiose cósmica; interconectividade não-localizada (física quântica)
Irra,Sequência Formativa da Racionalidade Humana,RC-785,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-785-sequencia-formativa-da-racionalidade-humana.md,"- **Grafia preferida:** Sequência Formativa da Racionalidade Humana - **Variações STT capturadas:** ""Pandora, Lilif, Irra, Eva, Noreia"", ""cadeia de mulheres que produziram a racion"
ismos,Ismos como Limitação Genômica,RC-891,variacao,etimologia,conceitual,nao,0,verificado,média,RC-891-ismos-limitacao-genomica.md,- **Grafia preferida:** Ismos como Limitação Genômica - **Variações:** ismos; preferências limitantes; vícios genômicos - **Idioma de origem:** Português
isolamento da Terra,Quarentena Sideral / Cósmica,RC-342,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-342-quarentena-sideral-cosmica.md,- **Grafia preferida:** Quarentena Sideral / Cósmica - **Variações:** quarentena sideral; quarentena cósmica; isolamento da Terra; ilha cósmica (mundos rebelados) - **Obs.:** termo
isolamento do orbe terrestre,Isolamento Cósmico,RC-070,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-070-isolamento-cosmico.md,- **Grafia preferida:** Isolamento Cósmico - **Variações:** isolamento do orbe terrestre; exílio cósmico
Japés,Era da Solidão de Javé (500 Milhões de Anos),RC-808,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-808-era-da-solidao-de-jave.md,"- **Grafia preferida:** Era da Solidão de Javé (500 Milhões de Anos) - **Variações STT capturadas:** ""era da solidão"", ""Japés"", ""Javé solidão"" - **Idioma de origem:** Português"
Jardim do Éden (tradicional,Éden do Criador,RC-242,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-242-eden-do-criador-eden-como-laboratorio.md,"- **Grafia preferida:** Éden do Criador - **Variações:** Éden terrestre; Jardim do Éden (tradicional); ""Éden como laboratório""; núcleos edênicos"
Javé (RC-284,Jeová,RC-346,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-346-jeova-grafia-da-trilogia.md,"- **Grafia preferida:** Jeová - **Variações:** Jeová = Javé (obras posteriores); Jeová = Caos/Brahma/Javé (RC-284) - **Idioma de origem:** hebraico (YHWH), forma portuguesa ""Jeová"""
Javé abelha rainha,Sistema Arcaico Mental (Javé Como Abelha Rainha),RC-828,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-828-sistema-arcaico-mental-jave-abelha-rainha.md,"- **Grafia preferida:** Sistema Arcaico Mental (Javé Como Abelha Rainha) - **Variações STT capturadas:** ""sistema arcaico"", ""sistema arcaico mental"", ""Javé abelha rainha"", ""clones "
Javé sem expressões Adhyajna,Javé sem avatares,RC-426,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-426-jave-sem-avatares-nao-tenho-isto.md,"- **Grafia preferida:** Javé sem avatares - **Variações:** ""Não tenho isto!"" (declaração); Javé sem expressões Adhyajna; singularidade de Javé"
Javé solidão,Era da Solidão de Javé (500 Milhões de Anos),RC-808,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-808-era-da-solidao-de-jave.md,"- **Grafia preferida:** Era da Solidão de Javé (500 Milhões de Anos) - **Variações STT capturadas:** ""era da solidão"", ""Japés"", ""Javé solidão"" - **Idioma de origem:** Português"
Javé é o caos,Javé como Caos Personificado,RC-782,variacao,etimologia,conceitual,nao,0,verificado,média,RC-782-jave-como-caos-personificado.md,"- **Grafia preferida:** Javé como Caos Personificado - **Variações STT capturadas:** ""caos"", ""Javé é o caos"", ""caos personificado"" - **Idioma de origem:** Grego antigo (Χάος ""chaos"
jejum,Greve de Fome Genética (Suicídio como Quebra do Código Demoníaco),RC-824,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-824-greve-de-fome-genetica.md,"- **Grafia preferida:** Greve de Fome Genética (Suicídio como Quebra do Código Demoníaco) - **Variações STT capturadas:** ""greve de fome"", ""sata garra"", ""lona"", ""jejum"" - **Idioma "
Jeová = Caos,Jeová,RC-346,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-346-jeova-grafia-da-trilogia.md,"- **Grafia preferida:** Jeová - **Variações:** Jeová = Javé (obras posteriores); Jeová = Caos/Brahma/Javé (RC-284) - **Idioma de origem:** hebraico (YHWH), forma portuguesa ""Jeová"""
Jeová = Javé (obras posteriores,Jeová,RC-346,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-346-jeova-grafia-da-trilogia.md,"- **Grafia preferida:** Jeová - **Variações:** Jeová = Javé (obras posteriores); Jeová = Caos/Brahma/Javé (RC-284) - **Idioma de origem:** hebraico (YHWH), forma portuguesa ""Jeová"""
Jesus e o Druida da Montanha,Os 20 Anos de Jesus entre os Celtas,RC-373,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-373-os-20-anos-de-jesus-entre-os-celtas.md,- **Grafia preferida:** Os 20 Anos de Jesus entre os Celtas - **Variações:** Jesus e o Druida da Montanha; aos vinte anos entre os celtas; os anos perdidos de Jesus
Jesus em seu corpo glorioso,Sophia,RC-009,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-009-sophia-cristo-cosmico.md,"- **Grafia preferida:** Sophia - **Variações:** Cristo Cósmico; Suserano Cósmico; ""Jesus em seu corpo glorioso""; Sofia; **Hochmah** (epíteto hebraico = Sabedoria, ver RC-565; grafi"
Jesus resolveu não matar,Jesus como Último Avatar (Não Mata),RC-800,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-800-jesus-como-ultimo-avatar.md,"- **Grafia preferida:** Jesus como Último Avatar (Não Mata) - **Variações STT capturadas:** ""último avatar"", ""Jesus resolveu não matar"", ""luta íntima do bem e do mal"" - **Idioma de"
jogo dos elétrons,Dança dos Elétrons,RC-379,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-379-danca-dos-eletrons.md,- **Grafia preferida:** Dança dos Elétrons - **Variações:** jogo dos elétrons; dança dos elétrons (metáfora); transições orbitais (termo científico)
Judas Iscariotes (= Yel Am,O Fator Judas,RC-365,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-365-o-fator-judas.md,"- **Grafia preferida:** O Fator Judas - **Variações:** Fator Judas; o papel de Judas; Judas Iscariotes (= Yel Am/Yel Liam, RC-138)"
Krysamon (assinatura do próprio material,"Kris Amon (grafia do curador, 06/09/2026)",RC-934,variacao,etimologia,referencia_oral,nao,0,provisório,média,RC-934-kris-amon.md,"- **Grafia preferida:** Kris Amon (grafia do curador, 06/09/2026) - **Variações / grafias alternativas:** Krysamon (assinatura do próprio material, «Krysamon NEAD») — grafias de ch"
Krysamon NEAD») — grafias de chat,"Kris Amon (grafia do curador, 06/09/2026)",RC-934,variacao,etimologia,referencia_oral,nao,0,provisório,média,RC-934-kris-amon.md,"- **Grafia preferida:** Kris Amon (grafia do curador, 06/09/2026) - **Variações / grafias alternativas:** Krysamon (assinatura do próprio material, «Krysamon NEAD») — grafias de ch"
Kvasir,Pacto Aesir-Vanir como Origem Nórdica da Ideia de Pandora,RC-816,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-816-pacto-aesir-vanir-origem-pandora.md,"- **Grafia preferida:** Pacto Aesir-Vanir como Origem Nórdica da Ideia de Pandora - **Variações STT capturadas:** ""Aesir"", ""Vanir"", ""Fria"", ""Kvasir"", ""tigela"", ""saliva"" - **Idioma "
Laboratorial,Espiritualidade Laboratorial,RC-061,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-061-espiritualidade-laboratorial.md,- Grafia preferida: Espiritualidade Laboratorial - Variações: Laboratorial; nível laboratorial - Corpo associado: corpo manásico - Subdivisões: cinco Archeons de Ereon (RC-596)
laboratório cósmico,Biblioteca Genômica Humana,RC-889,variacao,etimologia,conceitual,nao,0,verificado,média,RC-889-biblioteca-genomica-humana.md,- **Grafia preferida:** Biblioteca Genômica Humana - **Variações:** laboratório genômico; laboratório cósmico; pirataria genômica - **Idioma de origem:** Português
laboratório genômico,Biblioteca Genômica Humana,RC-889,variacao,etimologia,conceitual,nao,0,verificado,média,RC-889-biblioteca-genomica-humana.md,- **Grafia preferida:** Biblioteca Genômica Humana - **Variações:** laboratório genômico; laboratório cósmico; pirataria genômica - **Idioma de origem:** Português
laboratórios dimensionais,Fornos Replicadores,RC-771,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-771-fornos-replicadores.md,"- Grafia preferida: Fornos Replicadores. Variações: fornos geradores de vida; Centrais de Realidades; laboratórios dimensionais. - STT: ""forno de Alamaior"" = Awaymaion (RC-499) — r"
lacre genético,Padrão de Consciência Genético por Espécie,RC-807,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-807-padrao-de-consciencia-genetico-por-especie.md,"- **Grafia preferida:** Padrão de Consciência Genético por Espécie - **Variações STT capturadas:** ""padrão de consciência"", ""programação genética"", ""lacre genético"" - **Idioma de o"
"lacre mental"" (B057",Deslacre (rompimento dos lacres psíquicos),RC-448,variacao,etimologia,referencia_oral,nao,0,provisório,média,RC-448-deslacre-rompimento-dos-lacres-psiquicos.md,"- **Grafia preferida:** Deslacre (rompimento dos lacres psíquicos) - **Variações:** ""deslacre"" (B058); ""lacres mentais"" / ""lacre mental"" (B057); ""bloqueio mental"" ""rompido"" (B058, "
lacres mentais,Deslacre (rompimento dos lacres psíquicos),RC-448,variacao,etimologia,referencia_oral,nao,0,provisório,média,RC-448-deslacre-rompimento-dos-lacres-psiquicos.md,"- **Grafia preferida:** Deslacre (rompimento dos lacres psíquicos) - **Variações:** ""deslacre"" (B058); ""lacres mentais"" / ""lacre mental"" (B057); ""bloqueio mental"" ""rompido"" (B058, "
lamentação dos deuses,Lamúria dos Deuses (Diagnóstico de Prometeu),RC-791,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-791-lamuria-dos-deuses.md,"- **Grafia preferida:** Lamúria dos Deuses (Diagnóstico de Prometeu) - **Variações STT capturadas:** ""lamúria"", ""lamúria dos deuses"", ""lamentação dos deuses"" - **Idioma de origem:*"
lamúria dos deuses,Lamúria dos Deuses (Diagnóstico de Prometeu),RC-791,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-791-lamuria-dos-deuses.md,"- **Grafia preferida:** Lamúria dos Deuses (Diagnóstico de Prometeu) - **Variações STT capturadas:** ""lamúria"", ""lamúria dos deuses"", ""lamentação dos deuses"" - **Idioma de origem:*"
lavagem cerebral imposta,Lavagem Cerebral,RC-335,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-335-lavagem-cerebral-condicionamento.md,"- **Grafia preferida:** Lavagem Cerebral - **Variações:** condicionamento; lavagem cerebral imposta; adestramento; ""descondicione-se"" (imperativo de Ellam)"
leis da evolução cósmica,Sentido Gradualístico das Leis da Evolução Cósmica,RC-404,variacao,etimologia,referencia_oral,nao,0,provisório,média,RC-404-sentido-gradualistico-das-leis-da-evolucao-cosmica.md,- **Grafia preferida:** Sentido Gradualístico das Leis da Evolução Cósmica - **Variações:** Sentido Gradualístico; leis da evolução cósmica; gradualismo cósmico
liberdade de pensamento,Liberdade Mental,RC-253,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-253-liberdade-mental-premissa-do-quarto-logos.md,- **Grafia preferida:** Liberdade Mental - **Variações:** liberdade de pensamento; crivo lógico da razão; livre-arbítrio (aproximação)
Lil transformou-se em deusa,Culto a Lilith (Transformação em Deusa Lil Babilônica),RC-813,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-813-culto-a-lilith-babilonia.md,"- **Grafia preferida:** Culto a Lilith (Transformação em Deusa Lil Babilônica) - **Variações STT capturadas:** ""Lil"", ""Lil transformou-se em deusa"", ""Babilônia"", ""mesa"" (= Babel?) "
Lili,Lilith como Rakshasa (Espécie Não-Humana),RC-794,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-794-lilith-como-rakshasa.md,"- **Grafia preferida:** Lilith como Rakshasa (Espécie Não-Humana) - **Variações STT capturadas:** ""Rxassa"", ""Rchaça"", ""Rxaças"", ""rachaças"", ""Lilif"", ""Lili"" - **Idioma de origem:** "
Lilif,Sequência Formativa da Racionalidade Humana,RC-785,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-785-sequencia-formativa-da-racionalidade-humana.md,"- **Grafia preferida:** Sequência Formativa da Racionalidade Humana - **Variações STT capturadas:** ""Pandora, Lilif, Irra, Eva, Noreia"", ""cadeia de mulheres que produziram a racion"
